draft_date,actual_upstream,actual_downstream
8/21/2016,2921,393
8/22/2016,3323,402
8/23/2016,2714,310
8/24/2016,2548,306
8/25/2016,2384,289
8/26/2016,2202,320
8/27/2016,2211,316
8/28/2016,2179,279
8/29/2016,1963,281
8/30/2016,1858,206
8/31/2016,1748,212
9/1/2016,1680,182
9/2/2016,1434,184
9/3/2016,1463,193
9/4/2016,1395,234
9/5/2016,1290,242
9/6/2016,1222,221
9/7/2016,1189,215
9/8/2016,1175,146
9/9/2016,1099,146
9/10/2016,1072,107
9/11/2016,1014,63
9/12/2016,923,76
9/13/2016,896,70
9/14/2016,888,35
9/15/2016,864,37
9/16/2016,854,31
9/17/2016,915,12
9/18/2016,841,11
9/19/2016,803,10
9/20/2016,799,9
9/21/2016,823,18
9/22/2016,859,20
9/23/2016,794,23
9/24/2016,784,22
9/25/2016,779,15
9/26/2016,779,24
9/27/2016,773,22
9/28/2016,798,32
9/29/2016,779,36
9/30/2016,630,27
10/1/2016,601,24
10/2/2016,611,23
10/3/2016,632,18
10/4/2016,834,17
10/5/2016,891,11
10/6/2016,926,12
10/7/2016,1011,13
10/8/2016,1084,13
10/9/2016,1108,13
10/10/2016,1138,16
10/11/2016,1183,22
10/12/2016,1270,73
10/13/2016,1321,65
10/14/2016,1327,57
10/15/2016,1456,19
10/16/2016,1645,99
10/17/2016,524,34
10/18/2016,521,33
10/19/2016,708,31
10/20/2016,685,29
10/21/2016,930,6
10/22/2016,658,2
10/23/2016,679,2
10/24/2016,861,2
10/25/2016,782,14
10/26/2016,760,14
10/27/2016,778,53
10/28/2016,798,53
10/29/2016,695,48
10/30/2016,647,48
10/31/2016,730,48
11/1/2016,515,76
11/2/2016,386,76
11/3/2016,408,114
11/4/2016,410,114
11/5/2016,421,130
11/6/2016,383,130
11/7/2016,440,67
11/8/2016,416,67
11/9/2016,436,67
11/10/2016,501,98
11/11/2016,510,98
11/12/2016,526,115
11/13/2016,553,116
11/14/2016,529,90
11/15/2016,536,92
11/16/2016,542,94
11/17/2016,545,141
11/18/2016,530,141
11/19/2016,504,161
11/20/2016,508,159
11/21/2016,417,109
11/22/2016,424,108
11/23/2016,437,107
11/24/2016,442,154
11/25/2016,436,154
11/26/2016,477,138
11/27/2016,386,138
11/28/2016,454,67
11/29/2016,457,68
11/30/2016,468,66
12/1/2016,481,83
12/2/2016,402,84
12/3/2016,378,111
12/4/2016,429,113
12/5/2016,401,130
12/6/2016,354,130
12/7/2016,431,85
12/8/2016,337,134
12/9/2016,344,132
12/10/2016,332,106
12/11/2016,72,99
12/12/2016,43,86
12/13/2016,42,82
12/14/2016,42,27
12/15/2016,42,16
12/16/2016,43,0
12/17/2016,47,0
12/18/2016,43,0
12/19/2016,42,0
12/20/2016,45,0
12/21/2016,44,0
12/22/2016,57,0
12/23/2016,58,0
12/24/2016,54,0
12/25/2016,54,0
12/26/2016,49,0
12/27/2016,49,0
12/28/2016,49,0
12/29/2016,258,0
12/30/2016,286,0
12/31/2016,244,0
