date,location,race,counts
2001-04-04,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
2001-04-04,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2001-04-04,Tehama Bridge To Woodson Bridge,Late-Fall,0
2001-04-04,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
2001-04-04,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
2001-04-04,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
2001-05-04,Keswick to ACID Dam,Winter,0
2001-05-04,ACID Dam to Highway 44 Bridge,Winter,0
2001-05-04,Highway 44 Bridge to Airport Road Bridge,Winter,0
2001-05-04,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2001-05-04,Balls Ferry Bridge to Battle Creek,Winter,0
2001-05-04,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-05-04,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-05-04,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-05-04,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-05-04,Tehama Bridge To Woodson Bridge,Winter,0
2001-05-04,Woodson Bridge to Hamilton City Bridge,Winter,0
2001-05-04,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-05-04,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-05-11,Keswick to ACID Dam,Winter,0
2001-05-11,ACID Dam to Highway 44 Bridge,Winter,0
2001-05-11,Highway 44 Bridge to Airport Road Bridge,Winter,1
2001-05-11,Airport Road Bridge to Balls Ferry Bridge,Winter,2
2001-05-11,Balls Ferry Bridge to Battle Creek,Winter,0
2001-05-11,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-05-11,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-05-11,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-05-11,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-05-11,Tehama Bridge To Woodson Bridge,Winter,0
2001-05-11,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-05-11,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-05-11,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-05-18,Keswick to ACID Dam,Winter,0
2001-05-18,ACID Dam to Highway 44 Bridge,Winter,0
2001-05-18,Highway 44 Bridge to Airport Road Bridge,Winter,0
2001-05-18,Airport Road Bridge to Balls Ferry Bridge,Winter,4
2001-05-18,Balls Ferry Bridge to Battle Creek,Winter,0
2001-05-18,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-05-18,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-05-18,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-05-18,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-05-18,Tehama Bridge To Woodson Bridge,Winter,0
2001-05-18,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-05-18,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-05-18,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-05-25,Keswick to ACID Dam,Winter,16
2001-05-25,ACID Dam to Highway 44 Bridge,Winter,0
2001-05-25,Highway 44 Bridge to Airport Road Bridge,Winter,18
2001-05-25,Airport Road Bridge to Balls Ferry Bridge,Winter,7
2001-05-25,Balls Ferry Bridge to Battle Creek,Winter,0
2001-05-25,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-05-25,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-05-25,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-05-25,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-05-25,Tehama Bridge To Woodson Bridge,Winter,0
2001-05-25,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-05-25,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-05-25,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-06-01,Keswick to ACID Dam,Winter,23
2001-06-01,ACID Dam to Highway 44 Bridge,Winter,28
2001-06-01,Highway 44 Bridge to Airport Road Bridge,Winter,74
2001-06-01,Airport Road Bridge to Balls Ferry Bridge,Winter,14
2001-06-01,Balls Ferry Bridge to Battle Creek,Winter,2
2001-06-01,Battle Creek to Jellys Ferry Bridge,Winter,2
2001-06-01,Jellys Ferry Bridge to Bend Bridge,Winter,4
2001-06-01,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-06-01,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-06-01,Tehama Bridge To Woodson Bridge,Winter,NA
2001-06-01,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-06-01,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-06-01,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-06-11,Keswick to ACID Dam,Winter,83
2001-06-11,ACID Dam to Highway 44 Bridge,Winter,33
2001-06-11,Highway 44 Bridge to Airport Road Bridge,Winter,93
2001-06-11,Airport Road Bridge to Balls Ferry Bridge,Winter,10
2001-06-11,Balls Ferry Bridge to Battle Creek,Winter,0
2001-06-11,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-06-11,Jellys Ferry Bridge to Bend Bridge,Winter,4
2001-06-11,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-06-11,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-06-11,Tehama Bridge To Woodson Bridge,Winter,0
2001-06-11,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-06-11,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-06-11,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-06-18,Keswick to ACID Dam,Winter,103
2001-06-18,ACID Dam to Highway 44 Bridge,Winter,30
2001-06-18,Highway 44 Bridge to Airport Road Bridge,Winter,175
2001-06-18,Airport Road Bridge to Balls Ferry Bridge,Winter,2
2001-06-18,Balls Ferry Bridge to Battle Creek,Winter,0
2001-06-18,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-06-18,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-06-18,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-06-18,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-06-18,Tehama Bridge To Woodson Bridge,Winter,0
2001-06-18,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-06-18,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-06-18,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-06-25,Keswick to ACID Dam,Winter,116
2001-06-25,ACID Dam to Highway 44 Bridge,Winter,50
2001-06-25,Highway 44 Bridge to Airport Road Bridge,Winter,118
2001-06-25,Airport Road Bridge to Balls Ferry Bridge,Winter,7
2001-06-25,Balls Ferry Bridge to Battle Creek,Winter,0
2001-06-25,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-06-25,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-06-25,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-06-25,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-06-25,Tehama Bridge To Woodson Bridge,Winter,0
2001-06-25,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-06-25,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-06-25,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-07-03,Keswick to ACID Dam,Winter,57
2001-07-03,ACID Dam to Highway 44 Bridge,Winter,15
2001-07-03,Highway 44 Bridge to Airport Road Bridge,Winter,56
2001-07-03,Airport Road Bridge to Balls Ferry Bridge,Winter,7
2001-07-03,Balls Ferry Bridge to Battle Creek,Winter,0
2001-07-03,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-07-03,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-07-03,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-07-03,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-07-03,Tehama Bridge To Woodson Bridge,Winter,NA
2001-07-03,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-07-03,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-07-03,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-07-13,Keswick to ACID Dam,Winter,62
2001-07-13,ACID Dam to Highway 44 Bridge,Winter,50
2001-07-13,Highway 44 Bridge to Airport Road Bridge,Winter,67
2001-07-13,Airport Road Bridge to Balls Ferry Bridge,Winter,2
2001-07-13,Balls Ferry Bridge to Battle Creek,Winter,0
2001-07-13,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-07-13,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-07-13,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-07-13,Red Bluff Diversion Dam to Tehama Bridge,Winter,1
2001-07-13,Tehama Bridge To Woodson Bridge,Winter,NA
2001-07-13,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-07-13,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-07-13,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-07-17,Keswick to ACID Dam,Winter,5
2001-07-17,ACID Dam to Highway 44 Bridge,Winter,8
2001-07-17,Highway 44 Bridge to Airport Road Bridge,Winter,9
2001-07-17,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2001-07-17,Balls Ferry Bridge to Battle Creek,Winter,0
2001-07-17,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-07-17,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-07-17,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-07-17,Red Bluff Diversion Dam to Tehama Bridge,Winter,1
2001-07-17,Tehama Bridge To Woodson Bridge,Winter,0
2001-07-17,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-07-17,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-07-17,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-07-24,Keswick to ACID Dam,Winter,8
2001-07-24,ACID Dam to Highway 44 Bridge,Winter,1
2001-07-24,Highway 44 Bridge to Airport Road Bridge,Winter,9
2001-07-24,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2001-07-24,Balls Ferry Bridge to Battle Creek,Winter,0
2001-07-24,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-07-24,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-07-24,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-07-24,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-07-24,Tehama Bridge To Woodson Bridge,Winter,0
2001-07-24,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-07-24,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-07-24,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-07-31,Keswick to ACID Dam,Winter,11
2001-07-31,ACID Dam to Highway 44 Bridge,Winter,0
2001-07-31,Highway 44 Bridge to Airport Road Bridge,Winter,4
2001-07-31,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2001-07-31,Balls Ferry Bridge to Battle Creek,Winter,0
2001-07-31,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-07-31,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-07-31,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-07-31,Red Bluff Diversion Dam to Tehama Bridge,Winter,3
2001-07-31,Tehama Bridge To Woodson Bridge,Winter,0
2001-07-31,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-07-31,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-07-31,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-08-07,Keswick to ACID Dam,Winter,0
2001-08-07,ACID Dam to Highway 44 Bridge,Winter,0
2001-08-07,Highway 44 Bridge to Airport Road Bridge,Winter,0
2001-08-07,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2001-08-07,Balls Ferry Bridge to Battle Creek,Winter,0
2001-08-07,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-08-07,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-08-07,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-08-07,Red Bluff Diversion Dam to Tehama Bridge,Winter,1
2001-08-07,Tehama Bridge To Woodson Bridge,Winter,0
2001-08-07,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-08-07,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-08-07,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-08-14,Keswick to ACID Dam,Winter,0
2001-08-14,ACID Dam to Highway 44 Bridge,Winter,0
2001-08-14,Highway 44 Bridge to Airport Road Bridge,Winter,0
2001-08-14,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2001-08-14,Balls Ferry Bridge to Battle Creek,Winter,0
2001-08-14,Battle Creek to Jellys Ferry Bridge,Winter,0
2001-08-14,Jellys Ferry Bridge to Bend Bridge,Winter,0
2001-08-14,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2001-08-14,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2001-08-14,Tehama Bridge To Woodson Bridge,Winter,0
2001-08-14,Woodson Bridge to Hamilton City Bridge,Winter,NA
2001-08-14,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2001-08-14,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2001-09-18,Keswick to ACID Dam,Spring,0
2001-09-18,ACID Dam to Highway 44 Bridge,Spring,0
2001-09-18,Highway 44 Bridge to Airport Road Bridge,Spring,7
2001-09-18,Airport Road Bridge to Balls Ferry Bridge,Spring,7
2001-09-18,Balls Ferry Bridge to Battle Creek,Spring,5
2001-09-18,Battle Creek to Jellys Ferry Bridge,Spring,8
2001-09-18,Jellys Ferry Bridge to Bend Bridge,Spring,1
2001-09-18,Bend Bridge to Red Bluff Diversion Dam,Spring,0
2001-09-18,Red Bluff Diversion Dam to Tehama Bridge,Spring,1
2001-09-18,Tehama Bridge To Woodson Bridge,Spring,0
2001-09-18,Woodson Bridge to Hamilton City Bridge,Spring,NA
2001-09-18,Hamilton City Bridge to Ord Ferry Bridge,Spring,NA
2001-09-18,Ord Ferry Bridge To Princeton Ferry,Spring,NA
2001-10-04,Keswick to ACID Dam,Fall,17
2001-10-04,ACID Dam to Highway 44 Bridge,Fall,8
2001-10-04,Highway 44 Bridge to Airport Road Bridge,Fall,97
2001-10-04,Airport Road Bridge to Balls Ferry Bridge,Fall,99
2001-10-04,Balls Ferry Bridge to Battle Creek,Fall,53
2001-10-04,Battle Creek to Jellys Ferry Bridge,Fall,31
2001-10-04,Jellys Ferry Bridge to Bend Bridge,Fall,12
2001-10-04,Bend Bridge to Red Bluff Diversion Dam,Fall,4
2001-10-04,Red Bluff Diversion Dam to Tehama Bridge,Fall,6
2001-10-04,Tehama Bridge To Woodson Bridge,Fall,0
2001-10-04,Woodson Bridge to Hamilton City Bridge,Fall,1
2001-10-04,Hamilton City Bridge to Ord Ferry Bridge,Fall,0
2001-10-04,Ord Ferry Bridge To Princeton Ferry,Fall,0
2001-10-19,Keswick to ACID Dam,Fall,103
2001-10-19,ACID Dam to Highway 44 Bridge,Fall,44
2001-10-19,Highway 44 Bridge to Airport Road Bridge,Fall,141
2001-10-19,Airport Road Bridge to Balls Ferry Bridge,Fall,185
2001-10-19,Balls Ferry Bridge to Battle Creek,Fall,146
2001-10-19,Battle Creek to Jellys Ferry Bridge,Fall,229
2001-10-19,Jellys Ferry Bridge to Bend Bridge,Fall,162
2001-10-19,Bend Bridge to Red Bluff Diversion Dam,Fall,82
2001-10-19,Red Bluff Diversion Dam to Tehama Bridge,Fall,181
2001-10-19,Tehama Bridge To Woodson Bridge,Fall,37
2001-10-19,Woodson Bridge to Hamilton City Bridge,Fall,13
2001-10-19,Hamilton City Bridge to Ord Ferry Bridge,Fall,3
2001-10-19,Ord Ferry Bridge To Princeton Ferry,Fall,0
2001-11-01,Keswick to ACID Dam,Fall,136
2001-11-01,ACID Dam to Highway 44 Bridge,Fall,154
2001-11-01,Highway 44 Bridge to Airport Road Bridge,Fall,143
2001-11-01,Airport Road Bridge to Balls Ferry Bridge,Fall,165
2001-11-01,Balls Ferry Bridge to Battle Creek,Fall,148
2001-11-01,Battle Creek to Jellys Ferry Bridge,Fall,276
2001-11-01,Jellys Ferry Bridge to Bend Bridge,Fall,240
2001-11-01,Bend Bridge to Red Bluff Diversion Dam,Fall,215
2001-11-01,Red Bluff Diversion Dam to Tehama Bridge,Fall,316
2001-11-01,Tehama Bridge To Woodson Bridge,Fall,103
2001-11-01,Woodson Bridge to Hamilton City Bridge,Fall,139
2001-11-01,Hamilton City Bridge to Ord Ferry Bridge,Fall,57
2001-11-01,Ord Ferry Bridge To Princeton Ferry,Fall,11
2002-02-01,Keswick to ACID Dam,Late-Fall,163
2002-02-01,ACID Dam to Highway 44 Bridge,Late-Fall,68
2002-02-01,Highway 44 Bridge to Airport Road Bridge,Late-Fall,190
2002-02-01,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,180
2002-02-01,Balls Ferry Bridge to Battle Creek,Late-Fall,59
2002-02-01,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
2002-02-01,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
2002-02-01,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
2002-02-01,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2002-02-01,Tehama Bridge To Woodson Bridge,Late-Fall,0
2002-02-01,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
2002-02-01,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
2002-02-01,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
2002-02-06,Keswick to ACID Dam,Late-Fall,166
2002-02-06,ACID Dam to Highway 44 Bridge,Late-Fall,123
2002-02-06,Highway 44 Bridge to Airport Road Bridge,Late-Fall,163
2002-02-06,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,209
2002-02-06,Balls Ferry Bridge to Battle Creek,Late-Fall,69
2002-02-06,Battle Creek to Jellys Ferry Bridge,Late-Fall,2
2002-02-06,Jellys Ferry Bridge to Bend Bridge,Late-Fall,1
2002-02-06,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,4
2002-02-06,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2002-02-06,Tehama Bridge To Woodson Bridge,Late-Fall,0
2002-02-06,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
2002-02-06,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
2002-02-06,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
2002-03-19,Keswick to ACID Dam,Late-Fall,160
2002-03-19,ACID Dam to Highway 44 Bridge,Late-Fall,87
2002-03-19,Highway 44 Bridge to Airport Road Bridge,Late-Fall,99
2002-03-19,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,63
2002-03-19,Balls Ferry Bridge to Battle Creek,Late-Fall,17
2002-03-19,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
2002-03-19,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
2002-03-19,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
2002-03-19,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
2002-03-19,Tehama Bridge To Woodson Bridge,Late-Fall,0
2002-03-19,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
2002-03-19,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
2002-03-19,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
2002-04-26,Keswick to ACID Dam,Winter,0
2002-04-26,ACID Dam to Highway 44 Bridge,Winter,0
2002-04-26,Highway 44 Bridge to Airport Road Bridge,Winter,0
2002-04-26,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2002-04-26,Balls Ferry Bridge to Battle Creek,Winter,0
2002-04-26,Battle Creek to Jellys Ferry Bridge,Winter,0
2002-04-26,Jellys Ferry Bridge to Bend Bridge,Winter,0
2002-04-26,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2002-04-26,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2002-04-26,Tehama Bridge To Woodson Bridge,Winter,0
2002-04-26,Woodson Bridge to Hamilton City Bridge,Winter,NA
2002-04-26,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2002-04-26,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2002-05-01,Keswick to ACID Dam,Winter,0
2002-05-01,ACID Dam to Highway 44 Bridge,Winter,0
2002-05-01,Highway 44 Bridge to Airport Road Bridge,Winter,0
2002-05-01,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2002-05-01,Balls Ferry Bridge to Battle Creek,Winter,0
2002-05-01,Battle Creek to Jellys Ferry Bridge,Winter,0
2002-05-01,Jellys Ferry Bridge to Bend Bridge,Winter,0
2002-05-01,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2002-05-01,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2002-05-01,Tehama Bridge To Woodson Bridge,Winter,0
2002-05-01,Woodson Bridge to Hamilton City Bridge,Winter,NA
2002-05-01,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2002-05-01,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2002-05-13,Keswick to ACID Dam,Winter,0
2002-05-13,ACID Dam to Highway 44 Bridge,Winter,0
2002-05-13,Highway 44 Bridge to Airport Road Bridge,Winter,0
2002-05-13,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2002-05-13,Balls Ferry Bridge to Battle Creek,Winter,0
2002-05-13,Battle Creek to Jellys Ferry Bridge,Winter,0
2002-05-13,Jellys Ferry Bridge to Bend Bridge,Winter,0
2002-05-13,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2002-05-13,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2002-05-13,Tehama Bridge To Woodson Bridge,Winter,0
2002-05-13,Woodson Bridge to Hamilton City Bridge,Winter,NA
2002-05-13,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2002-05-13,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2002-05-22,Keswick to ACID Dam,Winter,7
2002-05-22,ACID Dam to Highway 44 Bridge,Winter,2
2002-05-22,Highway 44 Bridge to Airport Road Bridge,Winter,4
2002-05-22,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2002-05-22,Balls Ferry Bridge to Battle Creek,Winter,0
2002-05-22,Battle Creek to Jellys Ferry Bridge,Winter,0
2002-05-22,Jellys Ferry Bridge to Bend Bridge,Winter,0
2002-05-22,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2002-05-22,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2002-05-22,Tehama Bridge To Woodson Bridge,Winter,0
2002-05-22,Woodson Bridge to Hamilton City Bridge,Winter,NA
2002-05-22,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2002-05-22,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2002-05-29,Keswick to ACID Dam,Winter,8
2002-05-29,ACID Dam to Highway 44 Bridge,Winter,7
2002-05-29,Highway 44 Bridge to Airport Road Bridge,Winter,3
2002-05-29,Airport Road Bridge to Balls Ferry Bridge,Winter,0
2002-05-29,Balls Ferry Bridge to Battle Creek,Winter,0
2002-05-29,Battle Creek to Jellys Ferry Bridge,Winter,0
2002-05-29,Jellys Ferry Bridge to Bend Bridge,Winter,0
2002-05-29,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2002-05-29,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
2002-05-29,Tehama Bridge To Woodson Bridge,Winter,0
2002-05-29,Woodson Bridge to Hamilton City Bridge,Winter,NA
2002-05-29,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2002-05-29,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2002-06-05,Keswick to ACID Dam,Winter,83
2002-06-05,ACID Dam to Highway 44 Bridge,Winter,45
2002-06-05,Highway 44 Bridge to Airport Road Bridge,Winter,33
2002-06-05,Airport Road Bridge to Balls Ferry Bridge,Winter,3
2002-06-05,Balls Ferry Bridge to Battle Creek,Winter,0
2002-06-05,Battle Creek to Jellys Ferry Bridge,Winter,0
2002-06-05,Jellys Ferry Bridge to Bend Bridge,Winter,0
2002-06-05,Bend Bridge to Red Bluff Diversion Dam,Winter,NA
2002-06-05,Red Bluff Diversion Dam to Tehama Bridge,Winter,NA
2002-06-05,Tehama Bridge To Woodson Bridge,Winter,NA
2002-06-05,Woodson Bridge to Hamilton City Bridge,Winter,NA
2002-06-05,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
2002-06-05,Ord Ferry Bridge To Princeton Ferry,Winter,NA
2002-06-13,Keswick to ACID Dam,Winter,27
2002-06-13,ACID Dam to Highway 44 Bridge,Winter,12
2002-06-13,Highway 44 Bridge to Airport Road Bridge,Winter,20
2002-06-13,Airport Road Bridge to Balls Ferry Bridge,Winter,1
2002-06-13,Balls Ferry Bridge to Battle Creek,Winter,0
2002-06-13,Battle Creek to Jellys Ferry Bridge,Winter,0
2002-06-13,Jellys Ferry Bridge to Bend Bridge,Winter,0
2002-06-13,Bend Bridge to Red Bluff Diversion Dam,Winter,0
2002-06-13,Red Bluff Diversion Dam to Tehama Bridge,Winter,NA
2002-06-13,Tehama Bridge To Woodson Bridge,Winter,NA
2002-06-13,Woodson Bridge to Hamilton City Bridge,Winter,NA
2002-06-13,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
